날짜,코드,물류 기기,수량
20230216,4,A,1291
20230217,4,A,1386
20230218,4,A,781
20230220,4,A,1002
20230221,4,A,1371
20230222,4,A,1453
20230223,4,A,1452
20230224,4,A,1626
20230225,4,A,1245
20230227,4,A,978
20230228,4,A,1720
20230301,4,A,682
20230302,4,A,1182
20230303,4,A,1635
20230304,4,A,592
20230306,4,A,1084
20230307,4,A,1165
20230308,4,A,1269
20230309,4,A,994
20230310,4,A,1342
20230311,4,A,1248
20230313,4,A,1021
20230314,4,A,1105
20230315,4,A,1090
20230316,4,A,1317
20230317,4,A,1551
20230318,4,A,513
20230320,4,A,1221
20230321,4,A,1750
20230322,4,A,1662
20230323,4,A,1428
20230324,4,A,1356
20230325,4,A,1660
20230327,4,A,1630
20230328,4,A,1776
20230329,4,A,1761
20230330,4,A,1426
20230331,4,A,1306
20230401,4,A,568
20230403,4,A,1299
20230404,4,A,1084
20230405,4,A,1132
20230406,4,A,1290
20230407,4,A,1236
20230408,4,A,1377
20230410,4,A,1123
20230411,4,A,1083
20230412,4,A,1242
20230413,4,A,1035
20230414,4,A,1060
20230415,4,A,589
20230417,4,A,981
20230418,4,A,1293
20230419,4,A,1210
20230420,4,A,1305
20230421,4,A,1392
20230422,4,A,768
20230424,4,A,1453
20230425,4,A,1507
20230426,4,A,1726
20230427,4,A,2013
20230428,4,A,2949
20230429,4,A,727
20230501,4,A,436
20230502,4,A,742
20230503,4,A,1540
20230504,4,A,1107
20230505,4,A,970
20230506,4,A,387
20230508,4,A,1186
20230509,4,A,1497
20230510,4,A,1285
20230511,4,A,1029
20230512,4,A,1141
20230513,4,A,826
20230515,4,A,1614
20230516,4,A,1516
20230517,4,A,1891
20230518,4,A,1420
20230519,4,A,1407
20230520,4,A,729
20230522,4,A,1321
20230523,4,A,1528
20230524,4,A,1414
20230525,4,A,1540
20230526,4,A,1353
20230527,4,A,1545
20230529,4,A,850
20230530,4,A,1915
20230531,4,A,1971
20230601,4,A,1356
20230602,4,A,1689
20230603,4,A,642
20230605,4,A,900
20230606,4,A,1099
20230607,4,A,1084
20230608,4,A,1108
20230609,4,A,1270
20230610,4,A,1008
20230612,4,A,1105
20230613,4,A,1203
20230614,4,A,1498
20230615,4,A,1119
20230616,4,A,1302
20230617,4,A,574
20230619,4,A,1201
20230620,4,A,1357
20230621,4,A,1176
20230622,4,A,1255
20230623,4,A,1536
20230624,4,A,1314
20230626,4,A,1635
20230627,4,A,2157
20230628,4,A,2331
20230629,4,A,1611
20230630,4,A,1977
20200803,5,A,31
20200804,5,A,61
20200805,5,A,63
20200806,5,A,28
20200807,5,A,40
20200808,5,A,34
20200810,5,A,25
20200811,5,A,49
20200812,5,A,51
20200813,5,A,82
20200814,5,A,39
20200816,5,A,9
20200817,5,A,25
20200818,5,A,91
20200819,5,A,66
20200820,5,A,157
20200821,5,A,43
20200823,5,A,51
20200824,5,A,28
20200825,5,A,57
20200826,5,A,52
20200827,5,A,60
20200828,5,A,66
20200830,5,A,34
20200831,5,A,24
20200901,5,A,73
20200902,5,A,157
20200903,5,A,157
20200904,5,A,147
20200905,5,A,73
20200906,5,A,27
20200907,5,A,63
20200908,5,A,148
20200909,5,A,144
20200910,5,A,153
20200911,5,A,120
20200912,5,A,66
20200913,5,A,105
20200914,5,A,36
20200915,5,A,96
20200916,5,A,162
20200917,5,A,237
20200918,5,A,205
20200919,5,A,93
20200920,5,A,54
20200921,5,A,130
20200922,5,A,174
20200923,5,A,145
20200924,5,A,258
20200925,5,A,183
20200926,5,A,85
20200927,5,A,48
20200928,5,A,133
20200929,5,A,151
20200930,5,A,108
20201002,5,A,3
20201004,5,A,13
20201005,5,A,24
20201006,5,A,135
20201007,5,A,229
20201008,5,A,313
20201009,5,A,231
20201010,5,A,213
20201011,5,A,69
20201012,5,A,94
20201013,5,A,42
20201014,5,A,349
20201015,5,A,226
20201016,5,A,270
20201017,5,A,103
20201018,5,A,72
20201019,5,A,207
20201020,5,A,222
20201021,5,A,288
20201022,5,A,250
20201023,5,A,219
20201024,5,A,168
20201025,5,A,63
20201026,5,A,210
20201027,5,A,228
20201028,5,A,273
20201029,5,A,232
20201030,5,A,163
20201031,5,A,76
20201101,5,A,31
20201102,5,A,145
20201103,5,A,183
20201104,5,A,417
20201105,5,A,394
20201106,5,A,450
20201107,5,A,396
20201108,5,A,61
20201109,5,A,444
20201110,5,A,213
20201111,5,A,274
20201112,5,A,478
20201113,5,A,318
20201114,5,A,288
20201115,5,A,63
20201116,5,A,298
20201117,5,A,108
20201118,5,A,589
20201119,5,A,442
20201120,5,A,324
20201121,5,A,390
20201122,5,A,63
20201123,5,A,223
20201124,5,A,144
20201125,5,A,525
20201126,5,A,171
20201127,5,A,220
20201128,5,A,121
20201129,5,A,51
20201130,5,A,142
20201201,5,A,249
20201202,5,A,318
20201203,5,A,375
20201204,5,A,231
20201205,5,A,274
20201206,5,A,40
20201207,5,A,244
20201208,5,A,136
20201209,5,A,535
20201210,5,A,450
20201211,5,A,321
20201212,5,A,1171
20201213,5,A,49
20201214,5,A,1168
20201215,5,A,1035
20201216,5,A,2487
20201217,5,A,1447
20201218,5,A,1240
20201219,5,A,1066
20201220,5,A,39
20201221,5,A,1111
20201222,5,A,1015
20201223,5,A,1941
20201224,5,A,1051
20201225,5,A,295
20201226,5,A,943
20201227,5,A,28
20201228,5,A,676
20201229,5,A,636
20201230,5,A,1909
20201231,5,A,1015
20210101,5,A,871
20210102,5,A,504
20210103,5,A,33
20210104,5,A,351
20210105,5,A,621
20210106,5,A,3201
20210107,5,A,1917
20210108,5,A,1905
20210109,5,A,1107
20210110,5,A,49
20210111,5,A,1158
20210112,5,A,784
20210113,5,A,1738
20210114,5,A,1239
20210115,5,A,1156
20210116,5,A,963
20210117,5,A,34
20210118,5,A,1056
20210119,5,A,745
20210120,5,A,2311
20210121,5,A,1485
20210122,5,A,1555
20210123,5,A,1266
20210124,5,A,39
20210125,5,A,1323
20210126,5,A,838
20210127,5,A,1762
20210128,5,A,1438
20210129,5,A,1131
20210130,5,A,940
20210131,5,A,25
20210201,5,A,1180
20210202,5,A,822
20210203,5,A,1621
20210204,5,A,1378
20210205,5,A,1480
20210206,5,A,1320
20210207,5,A,52
20210208,5,A,1503
20210209,5,A,882
20210210,5,A,2056
20210211,5,A,1047
20210212,5,A,1
20210213,5,A,444
20210215,5,A,301
20210216,5,A,474
20210217,5,A,1882
20210218,5,A,1680
20210219,5,A,1315
20210220,5,A,1002
20210221,5,A,58
20210222,5,A,1200
20210223,5,A,883
20210224,5,A,1591
20210225,5,A,1159
20210226,5,A,1030
20210227,5,A,769
20210228,5,A,34
20210301,5,A,880
20210302,5,A,843
20210303,5,A,1111
20210304,5,A,1497
20210305,5,A,1402
20210306,5,A,1242
20210307,5,A,61
20210308,5,A,1195
20210309,5,A,628
20210310,5,A,2232
20210311,5,A,1420
20210312,5,A,1297
20210313,5,A,1060
20210314,5,A,49
20210315,5,A,1264
20210316,5,A,688
20210317,5,A,1663
20210318,5,A,1483
20210319,5,A,1389
20210320,5,A,1138
20210321,5,A,79
20210322,5,A,1279
20210323,5,A,748
20210324,5,A,1488
20210325,5,A,1171
20210326,5,A,1123
20210327,5,A,1111
20210328,5,A,49
20210329,5,A,1039
20210330,5,A,765
20210331,5,A,1392
20210401,5,A,777
20210402,5,A,939
20210403,5,A,1023
20210404,5,A,73
20210405,5,A,1440
20210406,5,A,931
20210407,5,A,1345
20210408,5,A,1219
20210409,5,A,1342
20210410,5,A,966
20210411,5,A,76
20210412,5,A,1233
20210413,5,A,988
20210414,5,A,1572
20210415,5,A,1185
20210416,5,A,1213
20210417,5,A,1287
20210418,5,A,82
20210419,5,A,1185
20210420,5,A,841
20210421,5,A,1716
20210422,5,A,1216
20210423,5,A,1254
20210424,5,A,1075
20210425,5,A,49
20210426,5,A,1138
20210427,5,A,772
20210428,5,A,1486
20210429,5,A,1162
20210430,5,A,1056
20210501,5,A,928
20210502,5,A,31
20210503,5,A,919
20210504,5,A,783
20210505,5,A,1642
20210506,5,A,1057
20210507,5,A,856
20210508,5,A,1201
20210509,5,A,57
20210510,5,A,1168
20210511,5,A,813
20210512,5,A,1822
20210513,5,A,1461
20210514,5,A,1357
20210515,5,A,1086
20210516,5,A,39
20210517,5,A,1155
20210518,5,A,846
20210519,5,A,1728
20210520,5,A,1143
20210521,5,A,936
20210522,5,A,802
20210523,5,A,58
20210524,5,A,864
20210525,5,A,511
20210526,5,A,1576
20210527,5,A,1102
20210528,5,A,1018
20210529,5,A,669
20210530,5,A,30
20210531,5,A,594
20210601,5,A,552
20210602,5,A,1047
20210603,5,A,1227
20210604,5,A,1410
20210605,5,A,945
20210606,5,A,60
20210607,5,A,990
20210608,5,A,667
20210609,5,A,1617
20210610,5,A,1038
20210611,5,A,1360
20210612,5,A,1005
20210613,5,A,25
20210614,5,A,1189
20210615,5,A,630
20210616,5,A,1815
20210617,5,A,1119
20210618,5,A,1108
20210619,5,A,889
20210620,5,A,42
20210621,5,A,871
20210622,5,A,538
20210623,5,A,1308
20210624,5,A,1111
20210625,5,A,943
20210626,5,A,588
20210627,5,A,45
20210628,5,A,630
20210629,5,A,600
20210630,5,A,1381
20210701,5,A,1813
20210702,5,A,690
20210703,5,A,669
20210705,5,A,1108
20210706,5,A,346
20210707,5,A,1614
20210708,5,A,1083
20210709,5,A,1075
20210710,5,A,628
20210711,5,A,48
20210712,5,A,978
20210713,5,A,634
20210714,5,A,1453
20210715,5,A,1303
20210716,5,A,1141
20210717,5,A,939
20210718,5,A,54
20210719,5,A,831
20210720,5,A,637
20210721,5,A,1617
20210722,5,A,1066
20210723,5,A,982
20210724,5,A,742
20210726,5,A,904
20210727,5,A,637
20210728,5,A,1408
20210729,5,A,1029
20210730,5,A,945
20210731,5,A,721
20210802,5,A,657
20210803,5,A,619
20210804,5,A,1342
20210805,5,A,1162
20210806,5,A,1057
20210807,5,A,780
20210809,5,A,1119
20210810,5,A,682
20210811,5,A,1288
20210812,5,A,961
20210813,5,A,1123
20210814,5,A,832
20210816,5,A,960
20210817,5,A,787
20210818,5,A,1302
20210819,5,A,1089
20210820,5,A,1171
20210821,5,A,813
20210822,5,A,63
20210823,5,A,925
20210824,5,A,760
20210825,5,A,1228
20210826,5,A,933
20210827,5,A,1012
20210828,5,A,672
20210829,5,A,58
20210830,5,A,858
20210831,5,A,636
20210901,5,A,2784
20210902,5,A,1146
20210903,5,A,1387
20210904,5,A,1242
20210905,5,A,60
20210906,5,A,1485
20210907,5,A,1092
20210908,5,A,2952
20210909,5,A,1897
20210910,5,A,1959
20210911,5,A,937
20210912,5,A,54
20210913,5,A,1074
20210914,5,A,829
20210915,5,A,2884
20210916,5,A,1582
20210917,5,A,1282
20210918,5,A,756
20210919,5,A,12
20210920,5,A,439
20210922,5,A,136
20210923,5,A,387
20210924,5,A,570
20210925,5,A,1189
20210926,5,A,60
20210927,5,A,1632
20210928,5,A,1008
20210929,5,A,2376
20210930,5,A,1659
20211001,5,A,1740
20211002,5,A,786
20211003,5,A,33
20211004,5,A,1459
20211005,5,A,1051
20211006,5,A,1726
20211007,5,A,1609
20211008,5,A,1413
20211009,5,A,898
20211010,5,A,30
20211011,5,A,991
20211012,5,A,930
20211013,5,A,1656
20211014,5,A,1879
20211015,5,A,2058
20211016,5,A,1050
20211017,5,A,30
20211018,5,A,1516
20211019,5,A,985
20211020,5,A,1905
20211021,5,A,1404
20211022,5,A,1282
20211023,5,A,982
20211024,5,A,30
20211025,5,A,1269
20211026,5,A,820
20211027,5,A,1384
20211028,5,A,1249
20211029,5,A,1122
20211030,5,A,681
20211031,5,A,25
20211101,5,A,985
20211102,5,A,831
20211103,5,A,1897
20211104,5,A,2448
20211105,5,A,2148
20211106,5,A,865
20211107,5,A,48
20211108,5,A,1203
20211109,5,A,1200
20211110,5,A,2346
20211111,5,A,1267
20211112,5,A,1785
20211113,5,A,987
20211114,5,A,42
20211115,5,A,1332
20211116,5,A,991
20211117,5,A,2151
20211118,5,A,1230
20211119,5,A,1078
20211120,5,A,861
20211121,5,A,43
20211122,5,A,1437
20211123,5,A,1135
20211124,5,A,1395
20211125,5,A,1219
20211126,5,A,1462
20211127,5,A,1000
20211128,5,A,30
20211129,5,A,946
20211130,5,A,612
20211201,5,A,1059
20211202,5,A,915
20211203,5,A,1356
20211204,5,A,1078
20211205,5,A,51
20211206,5,A,1332
20211207,5,A,868
20211208,5,A,1660
20211209,5,A,1191
20211210,5,A,1336
20211211,5,A,927
20211212,5,A,67
20211213,5,A,1213
20211214,5,A,855
20211215,5,A,1558
20211216,5,A,1734
20211217,5,A,1500
20211218,5,A,999
20211219,5,A,15
20211220,5,A,1056
20211221,5,A,771
20211222,5,A,1701
20211223,5,A,1810
20211224,5,A,1042
20211225,5,A,829
20211226,5,A,45
20211227,5,A,1914
20211228,5,A,1281
20211229,5,A,1612
20211230,5,A,1326
20211231,5,A,1147
20220101,5,A,603
20220102,5,A,49
20220103,5,A,718
20220104,5,A,577
20220105,5,A,2317
20220106,5,A,1770
20220107,5,A,1551
20220108,5,A,1326
20220109,5,A,40
20220110,5,A,1765
20220111,5,A,1024
20220112,5,A,1957
20220113,5,A,1680
20220114,5,A,1849
20220115,5,A,946
20220116,5,A,121
20220117,5,A,1567
20220118,5,A,987
20220119,5,A,1977
20220120,5,A,1828
20220121,5,A,1470
20220122,5,A,1114
20220123,5,A,54
20220124,5,A,1263
20220125,5,A,963
20220126,5,A,1900
20220127,5,A,1591
20220128,5,A,1524
20220129,5,A,808
20220130,5,A,18
20220131,5,A,418
20220201,5,A,9
20220202,5,A,334
20220203,5,A,391
20220204,5,A,333
20220205,5,A,621
20220206,5,A,85
20220207,5,A,1095
20220208,5,A,517
20220209,5,A,1216
20220210,5,A,1072
20220211,5,A,807
20220212,5,A,523
20220213,5,A,33
20220214,5,A,718
20220215,5,A,535
20220216,5,A,1054
20220217,5,A,802
20220218,5,A,630
20220219,5,A,504
20220220,5,A,70
20220221,5,A,753
20220222,5,A,498
20220223,5,A,894
20220224,5,A,784
20220225,5,A,766
20220226,5,A,579
20220227,5,A,40
20220228,5,A,831
20220301,5,A,541
20220302,5,A,715
20220303,5,A,420
20220304,5,A,783
20220305,5,A,651
20220307,5,A,643
20220308,5,A,553
20220309,5,A,903
20220310,5,A,705
20220311,5,A,471
20220312,5,A,736
20220314,5,A,786
20220315,5,A,532
20220316,5,A,828
20220317,5,A,856
20220318,5,A,807
20220319,5,A,774
20220320,5,A,81
20220321,5,A,637
20220322,5,A,459
20220323,5,A,846
20220324,5,A,949
20220325,5,A,657
20220326,5,A,573
20220327,5,A,49
20220328,5,A,508
20220329,5,A,609
20220330,5,A,825
20220331,5,A,658
20220401,5,A,91227
20220402,5,A,804
20220403,5,A,10
20220404,5,A,961
20220405,5,A,475
20220406,5,A,838
20220407,5,A,865
20220408,5,A,667
20220409,5,A,675
20220410,5,A,58
20220411,5,A,604
20220412,5,A,600
20220413,5,A,915
20220414,5,A,759
20220415,5,A,733
20220416,5,A,525
20220417,5,A,52
20220418,5,A,573
20220419,5,A,460
20220420,5,A,1132
20220421,5,A,715
20220422,5,A,817
20220423,5,A,690
20220424,5,A,48
20220425,5,A,640
20220426,5,A,388
20220427,5,A,1035
20220428,5,A,796
20220429,5,A,739
20220430,5,A,532
20220501,5,A,85
20220502,5,A,556
20220503,5,A,415
20220504,5,A,801
20220505,5,A,591
20220506,5,A,661
20220507,5,A,345
20220508,5,A,39
20220509,5,A,463
20220510,5,A,364
20220511,5,A,910
20220512,5,A,678
20220513,5,A,645
20220514,5,A,525
20220515,5,A,58
20220516,5,A,466
20220517,5,A,430
20220518,5,A,786
20220519,5,A,633
20220520,5,A,564
20220521,5,A,601
20220523,5,A,502
20220524,5,A,364
20220525,5,A,771
20220526,5,A,552
20220527,5,A,682
20220528,5,A,615
20220529,5,A,67
20220530,5,A,636
20220531,5,A,444
20220601,5,A,561
20220602,5,A,673
20220603,5,A,423
20220604,5,A,612
20220605,5,A,99
20220606,5,A,733
20220607,5,A,678
20220608,5,A,588
20220609,5,A,601
20220610,5,A,751
20220611,5,A,552
20220612,5,A,39
20220613,5,A,585
20220614,5,A,414
20220615,5,A,801
20220616,5,A,586
20220617,5,A,535
20220618,5,A,571
20220619,5,A,39
20220620,5,A,610
20220621,5,A,381
20220622,5,A,859
20220623,5,A,664
20220624,5,A,633
20220625,5,A,522
20220627,5,A,490
20220628,5,A,340
20220629,5,A,694
20220630,5,A,465
20220701,5,A,435
20220702,5,A,321
20220703,5,A,121
20220704,5,A,403
20220705,5,A,462
20220706,5,A,757
20220707,5,A,646
20220708,5,A,702
20220709,5,A,544
20220710,5,A,43
20220711,5,A,537
20220712,5,A,442
20220713,5,A,828
20220714,5,A,619
20220715,5,A,699
20220716,5,A,589
20220718,5,A,544
20220719,5,A,355
20220720,5,A,867
20220721,5,A,688
20220722,5,A,631
20220723,5,A,585
20220725,5,A,489
20220726,5,A,414
20220727,5,A,894
20220728,5,A,364
20220729,5,A,594
20220730,5,A,255
20220731,5,A,117
20220801,5,A,586
20220802,5,A,699
20220803,5,A,783
20220804,5,A,858
20220805,5,A,562
20220806,5,A,321
20220807,5,A,321
20220808,5,A,520
20220809,5,A,693
20220810,5,A,640
20220811,5,A,532
20220812,5,A,501
20220813,5,A,201
20220814,5,A,177
20220815,5,A,474
20220816,5,A,618
20220817,5,A,564
20220818,5,A,661
20220819,5,A,441
20220820,5,A,484
20220821,5,A,279
20220822,5,A,208
20220823,5,A,429
20220824,5,A,219
20220825,5,A,246
20220826,5,A,2929
20220827,5,A,723
20220829,5,A,639
20220830,5,A,595
20220831,5,A,781
20220901,5,A,670
20220902,5,A,775
20220903,5,A,400
20220904,5,A,343
20220905,5,A,687
20220906,5,A,712
20220907,5,A,840
20220908,5,A,643
20220909,5,A,213
20220911,5,A,39
20220912,5,A,93
20220913,5,A,355
20220914,5,A,519
20220915,5,A,1020
20220916,5,A,897
20220917,5,A,384
20220918,5,A,300
20220919,5,A,799
20220920,5,A,496
20220921,5,A,876
20220922,5,A,796
20220923,5,A,627
20220924,5,A,210
20220925,5,A,294
20220926,5,A,750
20220927,5,A,573
20220928,5,A,805
20220929,5,A,433
20220930,5,A,507
20221001,5,A,169
20221002,5,A,171
20221003,5,A,472
20221004,5,A,561
20221005,5,A,520
20221006,5,A,897
20221007,5,A,739
20221008,5,A,238
20221009,5,A,303
20221010,5,A,576
20221011,5,A,745
20221012,5,A,591
20221013,5,A,691
20221014,5,A,678
20221015,5,A,190
20221016,5,A,298
20221017,5,A,571
20221018,5,A,451
20221019,5,A,871
20221020,5,A,525
20221021,5,A,718
20221022,5,A,415
20221024,5,A,645
20221025,5,A,598
20221026,5,A,652
20221027,5,A,493
20221028,5,A,450
20221029,5,A,276
20221031,5,A,484
20221101,5,A,771
20221102,5,A,1146
20221103,5,A,1227
20221104,5,A,1332
20221105,5,A,429
20221106,5,A,354
20221107,5,A,1467
20221108,5,A,1344
20221109,5,A,1917
20221110,5,A,1326
20221111,5,A,1206
20221112,5,A,222
20221113,5,A,429
20221114,5,A,1171
20221115,5,A,1125
20221116,5,A,1468
20221117,5,A,1419
20221118,5,A,1356
20221119,5,A,363
20221120,5,A,522
20221121,5,A,1783
20221122,5,A,1026
20221123,5,A,1425
20221124,5,A,1122
20221125,5,A,1194
20221126,5,A,309
20221127,5,A,324
20221128,5,A,1306
20221129,5,A,930
20221130,5,A,1017
20221201,5,A,537
20221202,5,A,565
20221203,5,A,199
20221204,5,A,189
20221205,5,A,627
20221206,5,A,604
20221207,5,A,832
20221208,5,A,654
20221209,5,A,585
20221210,5,A,144
20221211,5,A,231
20221212,5,A,624
20221213,5,A,540
20221214,5,A,750
20221215,5,A,535
20221216,5,A,508
20221217,5,A,124
20221218,5,A,145
20221219,5,A,630
20221220,5,A,486
20221221,5,A,706
20221222,5,A,618
20221223,5,A,465
20221224,5,A,166
20221225,5,A,189
20221226,5,A,894
20221227,5,A,445
20221228,5,A,705
20221229,5,A,748
20221230,5,A,450
20221231,5,A,162
